complaint_id,date_received,probe_a_category,probe_b_belongs,verdict
17284905,2025-11-16T07:27:12.000Z,Debt collection,NO,misroute_both_probes
17299630,2025-11-17T19:25:49.000Z,Mortgage,NO,misroute_both_probes
18692656,2025-11-19T02:49:10.000Z,Debt or credit management,YES,belongs
17871261,2025-11-20T21:47:01.000Z,Debt or credit management,YES,belongs
17465204,2025-11-25T01:15:59.000Z,Debt or credit management,YES,belongs
17874746,2025-11-26T12:02:18.000Z,Debt or credit management,NO,misroute_one_probe
17938188,2025-11-27T03:39:34.000Z,Debt collection,NO,misroute_both_probes
17590843,2025-11-29T16:04:08.000Z,"Money transfer, virtual currency, or money service",NO,misroute_both_probes
17590639,2025-11-29T16:15:59.000Z,Debt or credit management,YES,belongs
18038267,2025-11-30T09:27:34.000Z,Debt or credit management,YES,belongs
17623741,2025-12-01T04:05:05.000Z,"Payday loan, title loan, personal loan, or advance loan",NO,misroute_both_probes
17684590,2025-12-03T07:13:35.000Z,Debt collection,NO,misroute_both_probes
17831278,2025-12-03T07:22:29.000Z,Debt collection,NO,misroute_both_probes
17683373,2025-12-03T07:35:20.000Z,Debt collection,NO,misroute_both_probes
17831710,2025-12-03T07:39:54.000Z,Debt collection,NO,misroute_both_probes
17684380,2025-12-03T07:43:48.000Z,Debt collection,NO,misroute_both_probes
17901203,2025-12-03T07:54:49.000Z,Debt collection,NO,misroute_both_probes
17974493,2025-12-03T08:00:20.000Z,Debt collection,NO,misroute_both_probes
18091284,2025-12-03T08:05:14.000Z,Debt collection,NO,misroute_both_probes
18107759,2025-12-03T20:47:12.000Z,Credit card,NO,misroute_both_probes
17762689,2025-12-05T04:08:25.000Z,Debt or credit management,YES,belongs
17850131,2025-12-08T22:24:43.000Z,Debt collection,NO,misroute_both_probes
17852039,2025-12-08T23:27:30.000Z,Debt or credit management,YES,belongs
18091223,2025-12-16T22:22:59.000Z,Debt or credit management,YES,belongs
18207546,2025-12-21T19:37:56.000Z,Checking or savings account,NO,misroute_both_probes
18220703,2025-12-22T16:33:27.000Z,Debt collection,NO,misroute_both_probes
18232034,2025-12-22T22:17:29.000Z,Debt collection,NO,misroute_both_probes
18233743,2025-12-22T23:34:56.000Z,Debt collection,NO,misroute_both_probes
18287955,2025-12-26T02:28:15.000Z,Checking or savings account,NO,misroute_both_probes
18301149,2025-12-26T19:13:52.000Z,Vehicle loan or lease,NO,misroute_both_probes
18320470,2025-12-27T19:26:15.000Z,Debt collection,NO,misroute_both_probes
18332033,2025-12-28T23:25:06.000Z,Debt or credit management,YES,belongs
18348821,2025-12-29T19:39:42.000Z,Credit card,NO,misroute_both_probes
18395640,2025-12-31T18:49:09.000Z,Debt collection,NO,misroute_both_probes
18412548,2026-01-02T02:38:52.000Z,"Payday loan, title loan, personal loan, or advance loan",NO,misroute_both_probes
18437979,2026-01-03T02:22:48.000Z,Debt or credit management,YES,belongs
18442178,2026-01-03T12:26:48.000Z,Debt or credit management,YES,belongs
18446924,2026-01-03T20:49:47.000Z,Debt or credit management,YES,belongs
18451190,2026-01-04T07:07:17.000Z,Debt or credit management,YES,belongs
18493415,2026-01-06T11:14:29.000Z,Prepaid card,NO,misroute_both_probes
18544063,2026-01-07T20:34:49.000Z,Credit card,NO,misroute_both_probes
18571410,2026-01-08T17:50:32.000Z,Debt or credit management,YES,belongs
18585281,2026-01-09T00:19:18.000Z,Debt collection,NO,misroute_both_probes
18629294,2026-01-10T20:50:14.000Z,Checking or savings account,NO,misroute_both_probes
18659141,2026-01-12T19:57:01.000Z,"Money transfer, virtual currency, or money service",NO,misroute_both_probes
18699194,2026-01-13T22:51:28.000Z,Debt or credit management,YES,belongs
18702691,2026-01-14T01:52:32.000Z,Credit card,NO,misroute_both_probes
18702773,2026-01-14T01:58:56.000Z,Credit card,NO,misroute_both_probes
18718665,2026-01-14T17:15:30.000Z,Debt or credit management,YES,belongs
18737669,2026-01-15T05:28:36.000Z,Debt collection,NO,misroute_both_probes
18869710,2026-01-20T20:35:24.000Z,Debt collection,NO,misroute_both_probes
18891959,2026-01-21T16:06:33.000Z,Student loan,NO,misroute_both_probes
18973538,2026-01-24T01:31:01.000Z,"Money transfer, virtual currency, or money service",NO,misroute_both_probes
19083587,2026-01-28T21:46:59.000Z,Debt collection,NO,misroute_both_probes
19106717,2026-01-29T17:35:52.000Z,Debt or credit management,YES,belongs
19110404,2026-01-29T19:34:55.000Z,"Payday loan, title loan, personal loan, or advance loan",NO,misroute_both_probes
19110579,2026-01-29T19:39:48.000Z,Debt collection,NO,misroute_both_probes
19136572,2026-01-30T17:41:15.000Z,Prepaid card,NO,misroute_both_probes
19512246,2026-02-15T08:10:55.000Z,Debt or credit management,YES,belongs
19544538,2026-02-17T01:35:25.000Z,Credit card,NO,misroute_both_probes
19579162,2026-02-18T04:08:50.000Z,Debt or credit management,YES,belongs
19666524,2026-02-20T21:01:36.000Z,Debt or credit management,YES,belongs
19689031,2026-02-22T09:05:58.000Z,Debt or credit management,YES,belongs
19692940,2026-02-22T21:16:59.000Z,Debt collection,NO,misroute_both_probes
19799756,2026-02-26T06:03:12.000Z,Debt or credit management,NO,misroute_one_probe
19884915,2026-03-02T02:52:41.000Z,Vehicle loan or lease,NO,misroute_both_probes
19907610,2026-03-02T21:13:03.000Z,Debt or credit management,YES,belongs
19912776,2026-03-02T23:33:50.000Z,Debt or credit management,NO,misroute_one_probe
20008863,2026-03-05T18:34:49.000Z,Debt collection,NO,misroute_both_probes
20016331,2026-03-05T21:30:06.000Z,Debt collection,NO,misroute_both_probes
20037870,2026-03-06T15:39:53.000Z,"Money transfer, virtual currency, or money service",NO,misroute_both_probes
20044003,2026-03-06T18:10:31.000Z,Debt or credit management,YES,belongs
20056957,2026-03-07T00:20:57.000Z,Debt collection,NO,misroute_both_probes
20117762,2026-03-10T03:52:14.000Z,Debt collection,NO,misroute_both_probes
20117998,2026-03-10T04:11:42.000Z,Debt collection,NO,misroute_both_probes
20118082,2026-03-10T04:15:18.000Z,Debt collection,NO,misroute_both_probes
20118365,2026-03-10T04:30:52.000Z,Debt collection,NO,misroute_both_probes
20143520,2026-03-10T20:43:21.000Z,Debt or credit management,YES,belongs
20150771,2026-03-11T01:13:52.000Z,Debt or credit management,NO,misroute_one_probe
20151056,2026-03-11T01:21:58.000Z,Debt or credit management,YES,belongs
20151013,2026-03-11T01:27:03.000Z,Debt collection,NO,misroute_both_probes
20151158,2026-03-11T01:34:03.000Z,Debt or credit management,NO,misroute_one_probe
20151480,2026-03-11T01:49:40.000Z,Debt collection,NO,misroute_both_probes
20205926,2026-03-12T16:01:11.000Z,"Payday loan, title loan, personal loan, or advance loan",NO,misroute_both_probes
20261019,2026-03-14T02:16:10.000Z,Debt collection,NO,misroute_both_probes
20297257,2026-03-16T15:29:30.000Z,Debt or credit management,YES,belongs
20358374,2026-03-18T01:50:46.000Z,Mortgage,NO,misroute_both_probes
20377303,2026-03-18T16:37:52.000Z,Debt or credit management,NO,misroute_one_probe
20489920,2026-03-22T17:02:52.000Z,Debt or credit management,YES,belongs
20491870,2026-03-22T22:03:42.000Z,Debt or credit management,YES,belongs
20569093,2026-03-25T04:13:50.000Z,Debt collection,NO,misroute_both_probes
20575979,2026-03-25T12:09:59.000Z,Debt or credit management,YES,belongs
20602830,2026-03-25T23:20:39.000Z,Debt or credit management,YES,belongs
20703084,2026-03-27T01:59:04.000Z,Debt or credit management,NO,misroute_one_probe
20703222,2026-03-27T02:07:15.000Z,Debt or credit management,NO,misroute_one_probe
20703587,2026-03-27T02:26:18.000Z,Debt collection,NO,misroute_both_probes
20703780,2026-03-27T02:41:02.000Z,Debt collection,NO,misroute_both_probes
20704278,2026-03-27T03:03:54.000Z,Debt collection,NO,misroute_both_probes
20745717,2026-03-28T14:32:45.000Z,Checking or savings account,NO,misroute_both_probes
20760170,2026-03-29T23:06:03.000Z,Debt or credit management,YES,belongs
20835999,2026-04-01T05:46:24.000Z,Debt or credit management,NO,misroute_one_probe
20836040,2026-04-01T06:01:53.000Z,Debt collection,NO,misroute_both_probes
20836102,2026-04-01T06:07:06.000Z,Debt or credit management,NO,misroute_one_probe
20856849,2026-04-01T19:06:46.000Z,Debt or credit management,YES,belongs
20862901,2026-04-01T20:54:29.000Z,Debt or credit management,YES,belongs
20880114,2026-04-02T12:41:03.000Z,"Payday loan, title loan, personal loan, or advance loan",NO,misroute_both_probes
20907269,2026-04-03T01:12:54.000Z,Debt or credit management,YES,belongs
21140226,2026-04-10T19:10:53.000Z,Debt or credit management,YES,belongs
21156536,2026-04-11T07:05:21.000Z,Debt or credit management,YES,belongs
21203563,2026-04-13T21:47:49.000Z,Debt collection,NO,misroute_both_probes
21238735,2026-04-14T19:50:32.000Z,Debt or credit management,YES,belongs
21242738,2026-04-14T21:51:08.000Z,Debt or credit management,YES,belongs
21244650,2026-04-14T22:27:29.000Z,"Money transfer, virtual currency, or money service",NO,misroute_both_probes
21287528,2026-04-16T00:35:36.000Z,Debt or credit management,YES,belongs
21316877,2026-04-16T19:37:57.000Z,Debt or credit management,YES,belongs
21402226,2026-04-20T15:52:48.000Z,Debt or credit management,YES,belongs
21462683,2026-04-21T22:49:07.000Z,Credit card,NO,misroute_both_probes
21473344,2026-04-22T06:20:49.000Z,Debt or credit management,NO,misroute_one_probe
21473731,2026-04-22T06:40:35.000Z,Debt or credit management,NO,misroute_one_probe
21514576,2026-04-23T05:14:40.000Z,Debt or credit management,NO,misroute_one_probe
21514781,2026-04-23T05:37:06.000Z,Debt collection,NO,misroute_both_probes
21544683,2026-04-23T22:01:05.000Z,Debt or credit management,YES,belongs
21563923,2026-04-24T13:39:12.000Z,Mortgage,NO,misroute_both_probes
21650354,2026-04-28T00:39:43.000Z,Debt or credit management,YES,belongs
21660084,2026-04-28T09:25:09.000Z,Debt or credit management,YES,belongs
21677956,2026-04-28T18:40:12.000Z,Credit card,NO,misroute_both_probes
21677255,2026-04-28T18:44:53.000Z,Debt or credit management,NO,misroute_one_probe
21859539,2026-05-04T18:09:25.000Z,Vehicle loan or lease,NO,misroute_both_probes
21859746,2026-05-04T18:17:15.000Z,Credit card,NO,misroute_both_probes
21862550,2026-05-04T19:04:17.000Z,Mortgage,NO,misroute_both_probes
21874442,2026-05-05T01:17:00.000Z,Debt collection,NO,misroute_both_probes
21875073,2026-05-05T01:40:25.000Z,Debt or credit management,NO,misroute_one_probe
21902994,2026-05-05T18:58:21.000Z,Debt or credit management,YES,belongs
21910990,2026-05-05T22:04:43.000Z,Debt collection,NO,misroute_both_probes
21961118,2026-05-07T03:30:51.000Z,Debt or credit management,NO,misroute_one_probe
21964763,2026-05-07T06:07:35.000Z,"Payday loan, title loan, personal loan, or advance loan",NO,misroute_both_probes
22208230,2026-05-14T17:04:10.000Z,Debt or credit management,YES,belongs
22221649,2026-05-14T22:29:16.000Z,Debt or credit management,NO,misroute_one_probe
22239668,2026-05-15T13:18:40.000Z,Checking or savings account,NO,misroute_both_probes
22393525,2026-05-20T16:12:58.000Z,Debt or credit management,YES,belongs
22432383,2026-05-21T15:52:08.000Z,Debt collection,NO,misroute_both_probes
22644269,2026-05-28T02:54:47.000Z,Mortgage,NO,misroute_both_probes
23171474,2026-06-12T20:40:40.000Z,Mortgage,NO,misroute_both_probes
23227539,2026-06-15T19:58:51.000Z,Debt collection,NO,misroute_both_probes
23591544,2026-06-26T00:44:17.000Z,Mortgage,NO,misroute_both_probes
